OriginalAddress,AddressNumber,StreetName,StreetNamePostType,IntersectionSeparator,SecondStreetName,StreetNamePostDirectional,Recipient,StreetNamePreType,Unable to parse,OccupancyIdentifier,AddressNumberSuffix,StreetNamePreDirectional
61 HW  & LOWERAFTON,61,HW,,&,LOWERAFTON,,,,,,,
39X LUELLA ST ,39X,LUELLA,ST,,,,,,,,,
29X RUTH ST ,29X,RUTH,ST,,,,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
148X MAGNOLIA AV E,148X,MAGNOLIA,AV,,,E,,,,,,
143X MARYLAND AV E,143X,MARYLAND,AV,,,E,,,,,,
212X AMES AV ,212X,AMES,AV,,,,,,,,,
171X 7 ST E,171X,7,ST,,,E,,,,,,
194X SHERWOOD AV ,194X,SHERWOOD,AV,,,,,,,,,
126X HAZELWOOD ST ,126X,HAZELWOOD,ST,,,,,,,,,
126X HAZELWOOD ST ,126X,HAZELWOOD,ST,,,,,,,,,
136X PHALEN BD ,136X,PHALEN,BD,,,,,,,,,
149X MAGNOLIA AV E,149X,MAGNOLIA,AV,,,E,,,,,,
155X GERMAIN LD ,155X,GERMAIN,LD,,,,,,,,,
MCKNIGHT RD N & MINNEHAHA,,MCKNIGHT,RD,&,MINNEHAHA,N,,,,,,
130X PROSPERITY AV ,130X,PROSPERITY,AV,,,,,,,,,
73X WHITEBEAR AV N,73X,WHITEBEAR,AV,,,N,,,,,,
213X MAGNOLIA AV E,213X,MAGNOLIA,AV,,,E,,,,,,
212X ROSE AV E,212X,ROSE,AV,,,E,,,,,,
7 ST E & WHITEBEAR,7,ST E,,&,WHITEBEAR,,,,,,,
151X MAGNOLIA AV E,151X,MAGNOLIA,AV,,,E,,,,,,
94X JORDAN AV ,94X,JORDAN,AV,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
193X ARLINGTON AV E,193X,ARLINGTON,AV,,,E,,,,,,
114X WHITEBEAR AV N,114X,WHITEBEAR,AV,,,N,,,,,,
174X IOWA AV E,174X,IOWA,AV,,,E,,,,,,
166X 7 ST E,166X,7,ST,,,E,,,,,,
BARCLAY ST  & MAGNOLIA,,BARCLAY,ST,&,MAGNOLIA,,,,,,,
150X MAGNOLIA AV E,150X,MAGNOLIA,AV,,,E,,,,,,
144X IDAHO AV E,144X,IDAHO,AV,,,E,,,,,,
216X STILLWATER AV ,216X,STILLWATER,AV,,,,,,,,,
165X HAZELWOOD ST ,165X,HAZELWOOD,ST,,,,,,,,,
145X MINNEHAHA AV E,145X,MINNEHAHA,AV,,,E,,,,,,
MARYLAND AV E & VANDYKE,,,,,,,MARYLAND AV E & VANDYKE,,,,,
151X REANEY AV ,151X,REANEY,AV,,,,,,,,,
106X VANDYKE ST ,106X,VANDYKE,ST,,,,,,,,,
169X REANEY AV ,169X,REANEY,AV,,,,,,,,,
122X CLARENCE ST ,122X,CLARENCE,ST,,,,,,,,,
135X MARYLAND AV E,135X,MARYLAND,AV,,,E,,,,,,
94X KENNARD ST ,94X,KENNARD,ST,,,,,,,,,
169X AMES AV ,169X,AMES,AV,,,,,,,,,
106X VANDYKE ST ,106X,VANDYKE,ST,,,,,,,,,
185X ARLINGTON AV E,185X,ARLINGTON,AV,,,E,,,,,,
134X WINCHELL ST ,134X,WINCHELL,ST,,,,,,,,,
MINNEHAHA AV E & WHITEBEAR,,MINNEHAHA,AV,&,WHITEBEAR,E,,,,,,
159X NEVADA AV E,159X,NEVADA,AV,,,E,,,,,,
113X BREEN AV ,113X,BREEN,AV,,,,,,,,,
165X 7 ST E,165X,7,ST,,,E,,,,,,
130X REANEY AV ,130X,REANEY,AV,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
121X CLARENCE ST ,121X,CLARENCE,ST,,,,,,,,,
185X COTTAGE AV E,185X,COTTAGE,AV,,,E,,,,,,
142X HAZEL ST N,142X,HAZEL,ST,,,N,,,,,,
HAZEL ST N & MARYLAND,,HAZEL,ST,&,MARYLAND,N,,,,,,
154X WHITEBEAR AV N,154X,WHITEBEAR,AV,,,N,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
165X BARCLAY ST ,165X,BARCLAY,ST,,,,,,,,,
147X YORK AV ,147X,YORK,AV,,,,,,,,,
153X SHERWOOD AV ,153X,SHERWOOD,AV,,,,,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
106X VANDYKE ST ,106X,VANDYKE,ST,,,,,,,,,
152X MAGNOLIA AV E,152X,MAGNOLIA,AV,,,E,,,,,,
15XX WINCHELL ST ,15XX,WINCHELL,ST,,,,,,,,,
201X MINNEHAHA AV E,201X,MINNEHAHA,AV,,,E,,,,,,
118X HAZELWOOD ST ,118X,HAZELWOOD,ST,,,,,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
155X STILLWATER AV ,155X,STILLWATER,AV,,,,,,,,,
167X HOYT AV E,167X,HOYT,AV,,,E,,,,,,
188X NEBRASKA AV E,188X,NEBRASKA,AV,,,E,,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
189X STILLWATER AV ,189X,STILLWATER,AV,,,,,,,,,
COTTAGE AV E & KENNARD,,,,,,,COTTAGE AV E & KENNARD,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
139X PROSPERITY AV ,139X,PROSPERITY,AV,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
120X WHITEBEAR AV N,120X,WHITEBEAR,AV,,,N,,,,,,
137X KENNARD ST ,137X,KENNARD,ST,,,,,,,,,
155X FELLOWS LA ,,,,,,,155X FELLOWS LA,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
174X IOWA AV E,174X,IOWA,AV,,,E,,,,,,
184X MECHANIC AV ,184X,MECHANIC,AV,,,,,,,,,
169X 7 ST E,169X,7,ST,,,E,,,,,,
170X COTTAGE AV E,170X,COTTAGE,AV,,,E,,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
158X JESSAMINE LA ,,,,,,,158X JESSAMINE LA,,,,,
173X YORK AV ,173X,YORK,AV,,,,,,,,,
178X 7 ST E,178X,7,ST,,,E,,,,,,
124X HAZELWOOD ST ,124X,HAZELWOOD,ST,,,,,,,,,
166X WHITEBEAR AV N,166X,WHITEBEAR,AV,,,N,,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
151X MAGNOLIA AV E,151X,MAGNOLIA,AV,,,E,,,,,,
160X MARYLAND AV E,160X,MARYLAND,AV,,,E,,,,,,
143X YORK AV ,143X,YORK,AV,,,,,,,,,
205X REANEY AV ,205X,REANEY,AV,,,,,,,,,
154X MARYLAND AV E,154X,MARYLAND,AV,,,E,,,,,,
FLANDRAU ST  & REANEY,,FLANDRAU,ST,&,REANEY,,,,,,,
ARLINGTON AV E & FLANDRAU,,ARLINGTON,AV,&,FLANDRAU,E,,,,,,
124X HAZELWOOD ST ,124X,HAZELWOOD,ST,,,,,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
7 ST E & WHITEBEAR,7,ST E,,&,WHITEBEAR,,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
216X IVY AV E,216X,IVY,AV,,,E,,,,,,
116X KENNARD ST ,116X,KENNARD,ST,,,,,,,,,
151X WHITEBEAR AV N,151X,WHITEBEAR,AV,,,N,,,,,,
123X HERBERT ST ,123X,HERBERT,ST,,,,,,,,,
126X HAZELWOOD ST ,126X,HAZELWOOD,ST,,,,,,,,,
168X REANEY AV ,168X,REANEY,AV,,,,,,,,,
172X MARYLAND AV E,172X,MARYLAND,AV,,,E,,,,,,
97X GERMAIN CT ,97X,GERMAIN,CT,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
211X HAWTHORNE AV E,211X,HAWTHORNE,AV,,,E,,,,,,
197X MARYLAND AV E,197X,MARYLAND,AV,,,E,,,,,,
155X JESSAMINE LA ,,,,,,,155X JESSAMINE LA,,,,,
FELLOWS LA  & HAZELWOOD,,,,,,,FELLOWS LA & HAZELWOOD,,,,,
194X CASE AV ,194X,CASE,AV,,,,,,,,,
162X YORK AV ,162X,YORK,AV,,,,,,,,,
163X ARLINGTON AV E,163X,ARLINGTON,AV,,,E,,,,,,
200X MONTANA AV E,200X,MONTANA,AV,,,E,,,,,,
187X MAGNOLIA AV E,187X,MAGNOLIA,AV,,,E,,,,,,
150X ROSE AV E,150X,ROSE,AV,,,E,,,,,,
87X LAKE ST ,87X,LAKE,ST,,,,,,,,,
153X DIETER ST ,153X,DIETER,ST,,,,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
CLARENCE ST  & MARYLAND,,CLARENCE,ST,&,MARYLAND,,,,,,,
130X MINNEHAHA AV E,130X,MINNEHAHA,AV,,,E,,,,,,
136X BUSH AV ,136X,BUSH,AV,,,,,,,,,
JOHNSON PA  & MINNEHAHA,,,,,,,JOHNSON PA & MINNEHAHA,,,,,
159X COTTAGE AV E,159X,COTTAGE,AV,,,E,,,,,,
161X MCAFEE ST ,161X,MCAFEE,ST,,,,,,,,,
144X MINNEHAHA AV E,144X,MINNEHAHA,AV,,,E,,,,,,
185X ARLINGTON AV E,185X,ARLINGTON,AV,,,E,,,,,,
148X MCAFEE ST ,148X,MCAFEE,ST,,,,,,,,,
202X IDAHO AV E,202X,IDAHO,AV,,,E,,,,,,
COTTAGE AV E & KENNARD,,,,,,,COTTAGE AV E & KENNARD,,,,,
11XX BARCLAY ST ,11XX,BARCLAY,ST,,,,,,,,,
104X HAZELWOOD ST ,104X,HAZELWOOD,ST,,,,,,,,,
93X BIRMINGHAM ST ,93X,BIRMINGHAM,ST,,,,,,,,,
187X REANEY AV ,187X,REANEY,AV,,,,,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
IVY AV E & KENNARD,,,,,,,IVY AV E & KENNARD,,,,,
168X SIMS AV ,168X,SIMS,AV,,,,,,,,,
198X HYACINTH AV E,198X,HYACINTH,AV,,,E,,,,,,
136X MARYLAND AV E,136X,MARYLAND,AV,,,E,,,,,,
186X HOYT AV E,186X,HOYT,AV,,,E,,,,,,
187X 7 ST E,187X,7,ST,,,E,,,,,,
154X MARYLAND AV E,154X,MARYLAND,AV,,,E,,,,,,
166X WHITEBEAR AV N,166X,WHITEBEAR,AV,,,N,,,,,,
142X CASE AV ,142X,CASE,AV,,,,,,,,,
147X BIRMINGHAM ST ,147X,BIRMINGHAM,ST,,,,,,,,,
JORDAN AV  & STILLWATER,,JORDAN,AV,&,STILLWATER,,,,,,,
153X ETNA ST ,153X,ETNA,ST,,,,,,,,,
MARYLAND AV E & PROSPERITY,,,,,,,MARYLAND AV E & PROSPERITY,,,,,
163X ROSS AV ,163X,ROSS,AV,,,,,,,,,
202X AMES AV ,202X,AMES,AV,,,,,,,,,
165X CASE AV ,165X,CASE,AV,,,,,,,,,
151X MCAFEE ST ,151X,MCAFEE,ST,,,,,,,,,
197X MONTANA AV E,197X,MONTANA,AV,,,E,,,,,,
164X WHITEBEAR AV N,164X,WHITEBEAR,AV,,,N,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
154X MARYLAND AV E,154X,MARYLAND,AV,,,E,,,,,,
165X WHITEBEAR AV N,165X,WHITEBEAR,AV,,,N,,,,,,
161X MARYLAND AV E,161X,MARYLAND,AV,,,E,,,,,,
MECHANIC AV  & VANDYKE,,,,,,,MECHANIC AV & VANDYKE,,,,,
184X ROSS AV ,184X,ROSS,AV,,,,,,,,,
118X HAZELWOOD ST ,118X,HAZELWOOD,ST,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
204X ORANGE AV E,204X,ORANGE,AV,,,E,,,,,,
181X ARLINGTON AV E,181X,ARLINGTON,AV,,,E,,,,,,
152X MAGNOLIA AV E,152X,MAGNOLIA,AV,,,E,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
173X CLEAR AV ,173X,CLEAR,AV,,,,,,,,,
156X JESSAMINE LA ,,,,,,,156X JESSAMINE LA,,,,,
153X ETNA ST ,153X,ETNA,ST,,,,,,,,,
183X MINNEHAHA AV E,183X,MINNEHAHA,AV,,,E,,,,,,
122X CLARENCE ST ,122X,CLARENCE,ST,,,,,,,,,
184X MARYLAND AV E,184X,MARYLAND,AV,,,E,,,,,,
214X BUSH AV ,214X,BUSH,AV,,,,,,,,,
185X CASE AV ,185X,CASE,AV,,,,,,,,,
114X SUPORNICK LA ,,,,,,,114X SUPORNICK LA,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
106X VANDYKE ST ,106X,VANDYKE,ST,,,,,,,,,
7 ST E & JOHNSON,7,ST E,,&,JOHNSON,,,,,,,
161X MARYLAND AV E,161X,MARYLAND,AV,,,E,,,,,,
164X BARCLAY ST ,164X,BARCLAY,ST,,,,,,,,,
KENNARD ST  & SHERWOOD,,KENNARD,ST,&,SHERWOOD,,,,,,,
176X REANEY AV ,176X,REANEY,AV,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
164X WHITEBEAR AV N,164X,WHITEBEAR,AV,,,N,,,,,,
88X WHITEBEAR AV N,88X,WHITEBEAR,AV,,,N,,,,,,
COTTAGE AV E & HAZELWOOD,,COTTAGE,AV,&,HAZELWOOD,E,,,,,,
AMES AV  & JOHNSON,,,,,,,AMES AV & JOHNSON,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
165X WHITEBEAR AV N,165X,WHITEBEAR,AV,,,N,,,,,,
180X COTTAGE AV E,180X,COTTAGE,AV,,,E,,,,,,
213X JESSAMINE AV E,213X,JESSAMINE,AV,,,E,,,,,,
187X 7 ST E,187X,7,ST,,,E,,,,,,
187X 7 ST E,187X,7,ST,,,E,,,,,,
184X 7 ST E,184X,7,ST,,,E,,,,,,
139X PROSPERITY AV ,139X,PROSPERITY,AV,,,,,,,,,
184X 7 ST E,184X,7,ST,,,E,,,,,,
187X STILLWATER AV ,187X,STILLWATER,AV,,,,,,,,,
196X MARYLAND AV E,196X,MARYLAND,AV,,,E,,,,,,
186X AMES AV ,186X,AMES,AV,,,,,,,,,
175X ROSS AV ,175X,ROSS,AV,,,,,,,,,
172X REANEY AV ,172X,REANEY,AV,,,,,,,,,
215X AMES AV ,215X,AMES,AV,,,,,,,,,
128X HAZELWOOD ST ,128X,HAZELWOOD,ST,,,,,,,,,
182X CASE AV ,182X,CASE,AV,,,,,,,,,
207X MOHAWK AV ,207X,MOHAWK,AV,,,,,,,,,
154X MARYLAND AV E,154X,MARYLAND,AV,,,E,,,,,,
COTTAGE AV E & KENNARD,,,,,,,COTTAGE AV E & KENNARD,,,,,
184X SHERWOOD AV ,184X,SHERWOOD,AV,,,,,,,,,
207X MINNEHAHA AV E,207X,MINNEHAHA,AV,,,E,,,,,,
93X HAZEL ST N,93X,HAZEL,ST,,,N,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
154X MARYLAND AV E,154X,MARYLAND,AV,,,E,,,,,,
156X DARLENE ST ,156X,DARLENE,ST,,,,,,,,,
168X CLEAR AV ,168X,CLEAR,AV,,,,,,,,,
189X MAGNOLIA AV E,189X,MAGNOLIA,AV,,,E,,,,,,
98X KENNARD ST ,98X,KENNARD,ST,,,,,,,,,
150X MARYLAND AV E,150X,MARYLAND,AV,,,E,,,,,,
159X CLEAR AV ,159X,CLEAR,AV,,,,,,,,,
187X LACROSSE AV ,187X,LACROSSE,AV,,,,,,,,,
174X IOWA AV E,174X,IOWA,AV,,,E,,,,,,
106X VANDYKE ST ,106X,VANDYKE,ST,,,,,,,,,
131X WHITEBEAR AV N,131X,WHITEBEAR,AV,,,N,,,,,,
169X NEVADA AV E,169X,NEVADA,AV,,,E,,,,,,
216X BUSH AV ,216X,BUSH,AV,,,,,,,,,
185X LACROSSE AV ,185X,LACROSSE,AV,,,,,,,,,
JOHNSON PA  & MINNEHAHA,,,,,,,JOHNSON PA & MINNEHAHA,,,,,
190X MONTANA AV E,190X,MONTANA,AV,,,E,,,,,,
174X STILLWATER AV ,174X,STILLWATER,AV,,,,,,,,,
187X MINNEHAHA AV E,187X,MINNEHAHA,AV,,,E,,,,,,
188X MECHANIC AV ,188X,MECHANIC,AV,,,,,,,,,
7 ST E & WHITEBEAR,7,ST E,,&,WHITEBEAR,,,,,,,
128X HAZELWOOD ST ,128X,HAZELWOOD,ST,,,,,,,,,
179X YORK AV ,179X,YORK,AV,,,,,,,,,
118X HAZELWOOD ST ,118X,HAZELWOOD,ST,,,,,,,,,
158X AMES AV ,158X,AMES,AV,,,,,,,,,
BUSH AV  & JOHNSON,,,,,,,BUSH AV & JOHNSON,,,,,
147X YORK AV ,147X,YORK,AV,,,,,,,,,
137X BUSH AV ,137X,BUSH,AV,,,,,,,,,
111X BARCLAY ST ,111X,BARCLAY,ST,,,,,,,,,
143X 7 ST E,143X,7,ST,,,E,,,,,,
179X 7 ST E,179X,7,ST,,,E,,,,,,
90X HOWARD ST N,90X,HOWARD,ST,,,N,,,,,,
151X REANEY AV ,151X,REANEY,AV,,,,,,,,,
166X NEVADA AV E,166X,NEVADA,AV,,,E,,,,,,
163X CASE AV ,163X,CASE,AV,,,,,,,,,
149X MAGNOLIA AV E,149X,MAGNOLIA,AV,,,E,,,,,,
124X CLARENCE ST ,124X,CLARENCE,ST,,,,,,,,,
184X 7 ST E,184X,7,ST,,,E,,,,,,
138X MARYLAND AV E,138X,MARYLAND,AV,,,E,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
173X SIMS AV ,173X,SIMS,AV,,,,,,,,,
161X WHITEBEAR AV N,161X,WHITEBEAR,AV,,,N,,,,,,
205X HAWTHORNE AV E,205X,HAWTHORNE,AV,,,E,,,,,,
176X REANEY AV ,176X,REANEY,AV,,,,,,,,,
84X HAZEL ST N,84X,HAZEL,ST,,,N,,,,,,
156X AMES AV ,156X,AMES,AV,,,,,,,,,
185X MAGNOLIA AV E,185X,MAGNOLIA,AV,,,E,,,,,,
159X NEVADA AV E,159X,NEVADA,AV,,,E,,,,,,
97X PROSPERITY AV ,97X,PROSPERITY,AV,,,,,,,,,
151X ROSE AV E,151X,ROSE,AV,,,E,,,,,,
162X MONTANA AV E,162X,MONTANA,AV,,,E,,,,,,
185X MARYLAND AV E,185X,MARYLAND,AV,,,E,,,,,,
160X WHITEBEAR AV N,160X,WHITEBEAR,AV,,,N,,,,,,
83X ALGONQUIN AV ,83X,ALGONQUIN,AV,,,,,,,,,
90X WHITEBEAR AV N,90X,WHITEBEAR,AV,,,N,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
187X 7 ST E,187X,7,ST,,,E,,,,,,
135X MINNEHAHA AV E,135X,MINNEHAHA,AV,,,E,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
133X MCAFEE ST ,133X,MCAFEE,ST,,,,,,,,,
182X MECHANIC AV ,182X,MECHANIC,AV,,,,,,,,,
97X PROSPERITY AV ,97X,PROSPERITY,AV,,,,,,,,,
120X WHITEBEAR AV N,120X,WHITEBEAR,AV,,,N,,,,,,
143X YORK AV ,143X,YORK,AV,,,,,,,,,
149X MCAFEE ST ,149X,MCAFEE,ST,,,,,,,,,
110X BARCLAY ST ,110X,BARCLAY,ST,,,,,,,,,
172X AMES PL ,172X,AMES,PL,,,,,,,,,
107X BREEN AV ,107X,BREEN,AV,,,,,,,,,
BUSH AV  & FLANDRAU,,BUSH,AV,&,FLANDRAU,,,,,,,
172X AMES PL ,172X,AMES,PL,,,,,,,,,
185X MAGNOLIA AV E,185X,MAGNOLIA,AV,,,E,,,,,,
163X ARLINGTON AV E,163X,ARLINGTON,AV,,,E,,,,,,
125X HAZELWOOD ST ,125X,HAZELWOOD,ST,,,,,,,,,
207X REANEY AV ,207X,REANEY,AV,,,,,,,,,
175X AMES AV ,175X,AMES,AV,,,,,,,,,
162X WHITEBEAR AV N,162X,WHITEBEAR,AV,,,N,,,,,,
183X CASE AV ,183X,CASE,AV,,,,,,,,,
151X ROSE AV E,151X,ROSE,AV,,,E,,,,,,
169X SIMS AV ,169X,SIMS,AV,,,,,,,,,
BUSH AV  & FLANDRAU,,BUSH,AV,&,FLANDRAU,,,,,,,
149X ROSE AV E,149X,ROSE,AV,,,E,,,,,,
165X CASE AV ,165X,CASE,AV,,,,,,,,,
212X CASE AV ,212X,CASE,AV,,,,,,,,,
170X NEBRASKA AV E,170X,NEBRASKA,AV,,,E,,,,,,
188X MARYLAND AV E,188X,MARYLAND,AV,,,E,,,,,,
172X ORANGE AV E,172X,ORANGE,AV,,,E,,,,,,
155X FELLOWS LA ,,,,,,,155X FELLOWS LA,,,,,
93X BIRMINGHAM ST ,93X,BIRMINGHAM,ST,,,,,,,,,
94X KENNARD ST ,94X,KENNARD,ST,,,,,,,,,
171X ROSS AV ,171X,ROSS,AV,,,,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
117X EDGEWATER BD ,117X,EDGEWATER,BD,,,,,,,,,
161X MARYLAND AV E,161X,MARYLAND,AV,,,E,,,,,,
107X VANDYKE ST ,107X,VANDYKE,ST,,,,,,,,,
115X KENNARD ST ,115X,KENNARD,ST,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
206X SHERWOOD AV ,206X,SHERWOOD,AV,,,,,,,,,
180X LACROSSE AV ,180X,LACROSSE,AV,,,,,,,,,
218X 7 ST E,218X,7,ST,,,E,,,,,,
171X BUSH AV ,171X,BUSH,AV,,,,,,,,,
88X MCKNIGHT RD N,88X,MCKNIGHT,RD,,,N,,,,,,
85X LAKE ST ,85X,LAKE,ST,,,,,,,,,
88X MCKNIGHT RD N,88X,MCKNIGHT,RD,,,N,,,,,,
87X LAKE ST ,87X,LAKE,ST,,,,,,,,,
87X HOWARD ST N,87X,HOWARD,ST,,,N,,,,,,
170X CASE AV ,170X,CASE,AV,,,,,,,,,
79X LAKE ST ,79X,LAKE,ST,,,,,,,,,
80X HOWARD ST N,80X,HOWARD,ST,,,N,,,,,,
143X CASE AV ,143X,CASE,AV,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
169X NEBRASKA AV E,169X,NEBRASKA,AV,,,E,,,,,,
83X ALGONQUIN AV ,83X,ALGONQUIN,AV,,,,,,,,,
84X ALGONQUIN AV ,84X,ALGONQUIN,AV,,,,,,,,,
223X STILLWATER AV ,223X,STILLWATER,AV,,,,,,,,,
189X 7 ST E,189X,7,ST,,,E,,,,,,
187X 7 ST E,187X,7,ST,,,E,,,,,,
MONTANA AV E & WHITEBEAR,,MONTANA,AV,&,WHITEBEAR,E,,,,,,
213X JESSAMINE AV E,213X,JESSAMINE,AV,,,E,,,,,,
136X BIRMINGHAM ST ,136X,BIRMINGHAM,ST,,,,,,,,,
187X MINNEHAHA AV E,187X,MINNEHAHA,AV,,,E,,,,,,
153X SHERWOOD AV ,153X,SHERWOOD,AV,,,,,,,,,
163X REANEY AV ,163X,REANEY,AV,,,,,,,,,
106X VANDYKE ST ,106X,VANDYKE,ST,,,,,,,,,
73X WHITEBEAR AV N,73X,WHITEBEAR,AV,,,N,,,,,,
152X MAGNOLIA AV E,152X,MAGNOLIA,AV,,,E,,,,,,
120X WHITEBEAR AV N,120X,WHITEBEAR,AV,,,N,,,,,,
143X YORK AV ,143X,YORK,AV,,,,,,,,,
149X ROSE AV E,149X,ROSE,AV,,,E,,,,,,
192X ARLINGTON AV E,192X,ARLINGTON,AV,,,E,,,,,,
193X COTTAGE AV E,193X,COTTAGE,AV,,,E,,,,,,
193X SHERWOOD AV ,193X,SHERWOOD,AV,,,,,,,,,
186X MARYLAND AV E,186X,MARYLAND,AV,,,E,,,,,,
171X ROSE AV E,171X,ROSE,AV,,,E,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
161X ARLINGTON AV E,161X,ARLINGTON,AV,,,E,,,,,,
7 ST E & WHITEBEAR,7,ST E,,&,WHITEBEAR,,,,,,,
197X NEVADA AV E,197X,NEVADA,AV,,,E,,,,,,
84X JOHNSON PA ,84X,JOHNSON,PA,,,,,,,,,
171X MARYLAND AV E,171X,MARYLAND,AV,,,E,,,,,,
106X VANDYKE ST ,106X,VANDYKE,ST,,,,,,,,,
133X REANEY AV ,133X,REANEY,AV,,,,,,,,,
193X STILLWATER AV ,193X,STILLWATER,AV,,,,,,,,,
166X WHITEBEAR AV N,166X,WHITEBEAR,AV,,,N,,,,,,
185X MAGNOLIA AV E,185X,MAGNOLIA,AV,,,E,,,,,,
KENNARD ST  & NEBRASKA,,KENNARD,ST,&,NEBRASKA,,,,,,,
168X STILLWATER AV ,168X,STILLWATER,AV,,,,,,,,,
183X ROSS AV ,183X,ROSS,AV,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
COTTAGE AV E & GERMAIN,,,,,,,COTTAGE AV E & GERMAIN,,,,,
211X MANITOU AV ,211X,MANITOU,AV,,,,,,,,,
137X ROSS AV ,137X,ROSS,AV,,,,,,,,,
176X AMES PL ,176X,AMES,PL,,,,,,,,,
185X MAGNOLIA AV E,185X,MAGNOLIA,AV,,,E,,,,,,
133X AMES AV ,133X,AMES,AV,,,,,,,,,
122X HAZELWOOD ST ,122X,HAZELWOOD,ST,,,,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
197X ORANGE AV E,197X,ORANGE,AV,,,E,,,,,,
123X HERBERT ST ,123X,HERBERT,ST,,,,,,,,,
133X ROSS AV ,133X,ROSS,AV,,,,,,,,,
156X AMES AV ,156X,AMES,AV,,,,,,,,,
188X MECHANIC AV ,188X,MECHANIC,AV,,,,,,,,,
CASE AV  & JOHNSON,,,,,,,CASE AV & JOHNSON,,,,,
152X STILLWATER AV ,152X,STILLWATER,AV,,,,,,,,,
148X 7 ST E,148X,7,ST,,,E,,,,,,
114X WHITEBEAR AV N,114X,WHITEBEAR,AV,,,N,,,,,,
153X IVY AV E,153X,IVY,AV,,,E,,,,,,
161X WHITEBEAR AV N,161X,WHITEBEAR,AV,,,N,,,,,,
143X YORK AV ,143X,YORK,AV,,,,,,,,,
MCKNIGHT RD N & NOKOMIS,,MCKNIGHT,RD,&,NOKOMIS,N,,,,,,
153X SHERWOOD AV ,153X,SHERWOOD,AV,,,,,,,,,
146X WINTHROP ST N,146X,WINTHROP,ST,,,N,,,,,,
170X MARYLAND AV E,170X,MARYLAND,AV,,,E,,,,,,
161X MARYLAND AV E,161X,MARYLAND,AV,,,E,,,,,,
117X CLARENCE ST ,117X,CLARENCE,ST,,,,,,,,,
172X NEVADA AV E,172X,NEVADA,AV,,,E,,,,,,
173X 7 ST E,173X,7,ST,,,E,,,,,,
172X NEVADA AV E,172X,NEVADA,AV,,,E,,,,,,
WHITEBEAR AV N & YORK,,WHITEBEAR,AV,&,YORK,N,,,,,,
80X HAZEL ST N,80X,HAZEL,ST,,,N,,,,,,
164X COTTAGE AV E,164X,COTTAGE,AV,,,E,,,,,,
220X MINNEHAHA AV E,220X,MINNEHAHA,AV,,,E,,,,,,
103X PROSPERITY AV ,103X,PROSPERITY,AV,,,,,,,,,
